"Date","Hour","Temperature Number",,,,,,,,
21/04/14,"13:00",31,,,,,,,,"Mây một phần"
21/04/14,"13:30",30,,,,,,,,"Mây một phần"
21/04/14,"14:00",30,,,,,,,,"Mây một phần"
21/04/14,"14:30",30,,,,,,,,"Mây một phần"
21/04/14,"15:00",29,,,,,,,,
21/04/14,"15:30",29,,,,,,,,"Mây một phần"
21/04/14,"16:00",29,,,,,,,,"Mây một phần"
21/04/14,"16:30",29,,,,,,,,"Mây một phần"
21/04/14,"17:00",28,,,,,,,,"Mây một phần"
21/04/14,"17:30",28,,,,,,,,"Mây một phần"
21/04/14,"18:00",28,,,,,,,,"Mây một phần"
21/04/14,"18:30",28,,,,,,,,"Mây một phần"
21/04/14,"19:00",27,,,,,,,,"Mây một phần"
21/04/14,"19:30",27,,,,,,,,"Mây một phần"
21/04/14,"20:00",27,,,,,,,,"Mây một phần"
21/04/14,"20:30",27,,,,,,,,"Ít mây"
21/04/14,"21:00",27,,,,,,,,"Ít mây"
21/04/14,"21:30",27,,,,,,,,"Ít mây"
21/04/14,"22:00",27,,,,,,,,"Ít mây"
21/04/14,"22:30",27,,,,,,,,"Ít mây"
21/04/14,"23:00",27,,,,,,,,"Ít mây"
21/04/14,"23:30",27,,,,,,,,"Ít mây"
22/04/14,"00:00",27,,,,,,,,"Ít mây"
22/04/14,"00:30",27,,,,,,,,"Ít mây"
22/04/14,"01:00",27,,,,,,,,"Ít mây"
22/04/14,"01:30",26,,,,,,,,"Ít mây"
22/04/14,"02:00",26,,,,,,,,"Ít mây"
22/04/14,"02:30",26,,,,,,,,"Ít mây"
22/04/14,"03:00",26,,,,,,,,"Ít mây"
22/04/14,"03:30",26,,,,,,,,"Ít mây"
22/04/14,"04:00",26,,,,,,,,"Ít mây"
22/04/14,"04:30",26,,,,,,,,"Ít mây"
22/04/14,"05:00",26,,,,,,,,"Ít mây"
22/04/14,"05:30",26,,,,,,,,"Ít mây"
22/04/14,"06:00",26,,,,,,,,"Ít mây"
22/04/14,"06:30",26,,,,,,,,"Ít mây"
22/04/14,"07:00",26,,,,,,,,"Ít mây"
22/04/14,"07:30",28,,,,,,,,"Ít mây"
22/04/14,"08:00",29,,,,,,,,"Ít mây"
22/04/14,"08:30",30,,,,,,,,"Ít mây"
22/04/14,"09:00",31,,,,,,,,"Ít mây"
22/04/14,"09:30",32,,,,,,,,"Ít mây"
22/04/14,"10:00",31,,,,,,,,"Ít mây"
22/04/14,"10:30",31,,,,,,,,"Ít mây"
22/04/14,"11:00",32,,,,,,,,"Ít mây"
22/04/14,"11:30",32,,,,,,,,"Ít mây"
22/04/14,"12:00",31,,,,,,,,"Ít mây"
22/04/14,"12:30",31,,,,,,,,"Ít mây"
22/04/14,"13:00",31,,,,,,,,"Ít mây"
22/04/14,"13:30",31,,,,,,,,"Ít mây"
22/04/14,"14:00",31,,,,,,,,"Ít mây"
22/04/14,"14:30",30,,,,,,,,"Ít mây"
22/04/14,"15:00",31,,,,,,,,"Ít mây"
22/04/14,"15:30",30,,,,,,,,"Ít mây"
22/04/14,"16:00",30,,,,,,,,"Ít mây"
22/04/14,"16:30",29,,,,,,,,"Ít mây"
22/04/14,"17:00",28,,,,,,,,"Ít mây"
22/04/14,"17:30",28,,,,,,,,"Mây một phần"
22/04/14,"18:00",28,,,,,,,,"Mây một phần"
22/04/14,"18:30",28,,,,,,,,"Mây một phần"
22/04/14,"19:00",28,,,,,,,,"Mây một phần"
22/04/14,"19:30",28,,,,,,,,"Mây một phần"
22/04/14,"20:00",28,,,,,,,,"Mây một phần"
22/04/14,"20:30",28,,,,,,,,"Mây một phần"
22/04/14,"21:00",28,,,,,,,,"Mây một phần"
22/04/14,"21:30",28,,,,,,,,"Mây một phần"
22/04/14,"22:00",28,,,,,,,,"Mây một phần"
22/04/14,"22:30",28,,,,,,,,"Mây một phần"
22/04/14,"23:00",27,,,,,,,,"Mây một phần"
22/04/14,"23:30",27,,,,,,,,"Mây một phần"
23/04/14,"00:00",27,,,,,,,,"Mây một phần"
23/04/14,"00:30",27,,,,,,,,"Ít mây"
23/04/14,"01:00",27,,,,,,,,"Ít mây"
23/04/14,"01:30",27,,,,,,,,"Ít mây"
23/04/14,"02:00",27,,,,,,,,"Ít mây"
23/04/14,"02:30",27,,,,,,,,"Ít mây"
23/04/14,"03:00",26,,,,,,,,"Ít mây"
23/04/14,"03:30",26,,,,,,,,"Ít mây"
23/04/14,"04:00",26,,,,,,,,"Ít mây"
23/04/14,"04:30",26,,,,,,,,"Ít mây"
23/04/14,"05:00",26,,,,,,,,"Ít mây"
23/04/14,"05:30",26,,,,,,,,"Ít mây"
23/04/14,"06:00",26,,,,,,,,"Mây một phần"
23/04/14,"06:30",27,,,,,,,,"Mây một phần"
23/04/14,"07:00",28,,,,,,,,"Mây một phần"
23/04/14,"07:30",29,,,,,,,,"Mây một phần"
23/04/14,"08:00",29,,,,,,,,"Mây một phần"
23/04/14,"08:30",30,,,,,,,,"Mây một phần"
23/04/14,"09:00",30,,,,,,,,"Mây một phần"
23/04/14,"09:30",31,,,,,,,,"Mây một phần"
23/04/14,"10:00",30,,,,,,,,"Mây một phần"
23/04/14,"10:30",30,,,,,,,,"Mây một phần"
23/04/14,"11:00",30,,,,,,,,"Mây một phần"
23/04/14,"11:30",31,,,,,,,,"Mây một phần"
23/04/14,"12:00",31,,,,,,,,"Mây một phần"
23/04/14,"12:30",32,,,,,,,,"Mây một phần"
23/04/14,"13:00",31,,,,,,,,"Mây một phần"
23/04/14,"13:30",31,,,,,,,,"Mây một phần"
23/04/14,"14:00",32,,,,,,,,"Mây một phần"
23/04/14,"14:30",31,,,,,,,,"Mây một phần"
23/04/14,"15:00",30,,,,,,,,"Mây một phần"
23/04/14,"15:30",30,,,,,,,,"Mây một phần"
23/04/14,"16:00",29,,,,,,,,"Mây một phần"
23/04/14,"16:30",29,,,,,,,,"Mây một phần"
23/04/14,"17:00",28,,,,,,,,"Mây một phần"
23/04/14,"17:30",28,,,,,,,,"Ít mây"
23/04/14,"18:00",28,,,,,,,,"Ít mây"
23/04/14,"18:30",28,,,,,,,,"Ít mây"
23/04/14,"19:00",28,,,,,,,,"Mây một phần"
23/04/14,"19:30",28,,,,,,,,"Mây một phần"
23/04/14,"20:00",27,,,,,,,,"Ít mây"
23/04/14,"20:30",27,,,,,,,,"Ít mây"
23/04/14,"21:00",27,,,,,,,,"Ít mây"
23/04/14,"21:30",27,,,,,,,,"Ít mây"
23/04/14,"22:00",27,,,,,,,,"Ít mây"
23/04/14,"22:30",27,,,,,,,,"Ít mây"
23/04/14,"23:00",27,,,,,,,,"Ít mây"
23/04/14,"23:30",27,,,,,,,,"Ít mây"
24/04/14,"00:00",26,,,,,,,,"Ít mây"
24/04/14,"00:30",26,,,,,,,,"Ít mây"
24/04/14,"01:00",26,,,,,,,,"Ít mây"
24/04/14,"01:30",26,,,,,,,,"Ít mây"
24/04/14,"02:00",26,,,,,,,,"Ít mây"
24/04/14,"02:30",26,,,,,,,,"Ít mây"
24/04/14,"03:00",26,,,,,,,,"Ít mây"
24/04/14,"03:30",26,,,,,,,,"Ít mây"
24/04/14,"04:00",26,,,,,,,,"Ít mây"
24/04/14,"04:30",26,,,,,,,,"Ít mây"
24/04/14,"05:00",26,,,,,,,,"Ít mây"
24/04/14,"05:30",26,,,,,,,,"Ít mây"
24/04/14,"06:00",26,,,,,,,,"Ít mây"
24/04/14,"06:30",27,,,,,,,,"Ít mây"
24/04/14,"07:00",28,,,,,,,,"Ít mây"
24/04/14,"07:30",29,,,,,,,,"Ít mây"
24/04/14,"08:00",30,,,,,,,,"Ít mây"
24/04/14,"08:30",31,,,,,,,,"Ít mây"
24/04/14,"09:00",32,,,,,,,,"Ít mây"
24/04/14,"09:30",32,,,,,,,,"Ít mây"
24/04/14,"10:00",31,,,,,,,,"Ít mây"
24/04/14,"10:30",31,,,,,,,,"Ít mây"
24/04/14,"11:00",32,,,,,,,,"Ít mây"
24/04/14,"11:30",32,,,,,,,,"Ít mây"
24/04/14,"12:00",33,,,,,,,,"Ít mây"
24/04/14,"12:30",32,,,,,,,,"Ít mây"
24/04/14,"13:00",32,,,,,,,,"Ít mây"
24/04/14,"13:30",31,,,,,,,,"Ít mây"
24/04/14,"14:00",31,,,,,,,,"Ít mây"
24/04/14,"14:30",31,,,,,,,,"Ít mây"
24/04/14,"15:00",31,,,,,,,,"Ít mây"
24/04/14,"15:30",30,,,,,,,,"Ít mây"
24/04/14,"16:00",30,,,,,,,,"Ít mây"
24/04/14,"16:30",29,,,,,,,,"Ít mây"
24/04/14,"17:00",29,,,,,,,,"Ít mây"
24/04/14,"17:30",28,,,,,,,,"Ít mây"
24/04/14,"18:00",27,,,,,,,,"Ít mây"
24/04/14,"18:30",27,,,,,,,,"Ít mây"
24/04/14,"19:00",27,,,,,,,,"Ít mây"
24/04/14,"19:30",27,,,,,,,,"Ít mây"
24/04/14,"20:00",27,,,,,,,,"Ít mây"
24/04/14,"20:30",27,,,,,,,,"Ít mây"
24/04/14,"21:00",27,,,,,,,,"Ít mây"
24/04/14,"21:30",27,,,,,,,,"Ít mây"
24/04/14,"22:00",27,,,,,,,,"Ít mây"
24/04/14,"22:30",26,,,,,,,,"Ít mây"
24/04/14,"23:00",26,,,,,,,,"Ít mây"
24/04/14,"23:30",26,,,,,,,,"Ít mây"
25/04/14,"00:00",26,,,,,,,,"Ít mây"
25/04/14,"00:30",26,,,,,,,,"Ít mây"
25/04/14,"01:00",26,,,,,,,,"Ít mây"
25/04/14,"01:30",26,,,,,,,,"Ít mây"
25/04/14,"02:00",26,,,,,,,,"Ít mây"
25/04/14,"02:30",26,,,,,,,,"Ít mây"
25/04/14,"03:00",26,,,,,,,,"Ít mây"
25/04/14,"03:30",26,,,,,,,,"Ít mây"
25/04/14,"04:00",26,,,,,,,,"Ít mây"
25/04/14,"04:30",26,,,,,,,,"Ít mây"
25/04/14,"05:00",25,,,,,,,,"Ít mây"
25/04/14,"05:30",25,,,,,,,,"Ít mây"
25/04/14,"06:00",26,,,,,,,,"Ít mây"
25/04/14,"06:30",27,,,,,,,,"Ít mây"
25/04/14,"07:00",28,,,,,,,,"Ít mây"
25/04/14,"07:30",29,,,,,,,,"Ít mây"
25/04/14,"08:00",30,,,,,,,,"Ít mây"
25/04/14,"08:30",31,,,,,,,,"Ít mây"
25/04/14,"09:00",32,,,,,,,,"Ít mây"
25/04/14,"09:30",32,,,,,,,,"Ít mây"
25/04/14,"10:00",32,,,,,,,,"Ít mây"
25/04/14,"10:30",32,,,,,,,,"Ít mây"
25/04/14,"11:00",32,,,,,,,,"Ít mây"
25/04/14,"11:30",31,,,,,,,,"Ít mây"
25/04/14,"12:00",32,,,,,,,,"Ít mây"
25/04/14,"12:30",31,,,,,,,,"Ít mây"
25/04/14,"13:00",32,,,,,,,,"Ít mây"
25/04/14,"13:30",31,,,,,,,,"Ít mây"
25/04/14,"14:00",30,,,,,,,,"Ít mây"
25/04/14,"14:30",31,,,,,,,,"Ít mây"
25/04/14,"15:00",31,,,,,,,,"Ít mây"
25/04/14,"15:30",30,,,,,,,,"Ít mây"
25/04/14,"16:00",30,,,,,,,,"Ít mây"
25/04/14,"16:30",30,,,,,,,,"Ít mây"
25/04/14,"17:00",28,,,,,,,,"Mây một phần"
25/04/14,"17:30",28,,,,,,,,"Mây một phần"
25/04/14,"18:00",28,,,,,,,,"Mây một phần"
25/04/14,"18:30",28,,,,,,,,"Mây một phần"
25/04/14,"19:00",27,,,,,,,,"Mây một phần"
25/04/14,"19:30",27,,,,,,,,"Mây một phần"
25/04/14,"20:00",27,,,,,,,,"Mây một phần"
25/04/14,"20:30",27,,,,,,,,"Mây một phần"
25/04/14,"21:00",27,,,,,,,,"Mây một phần"
25/04/14,"21:30",27,,,,,,,,"Mây một phần"
25/04/14,"22:00",27,,,,,,,,"Mây một phần"
25/04/14,"22:30",27,,,,,,,,"Mây một phần"
25/04/14,"23:00",27,,,,,,,,"Mây một phần"
25/04/14,"23:30",27,,,,,,,,"Mây một phần"
26/04/14,"00:00",27,,,,,,,,"Mây một phần"
26/04/14,"00:30",27,,,,,,,,"Mây một phần"
26/04/14,"01:00",27,,,,,,,,"Mây một phần"
26/04/14,"01:30",26,,,,,,,,"Mây một phần"
26/04/14,"02:00",26,,,,,,,,"Mây một phần"
26/04/14,"02:30",26,,,,,,,,"Mây một phần"
26/04/14,"03:00",27,,,,,,,,"Mây một phần"
26/04/14,"03:30",27,,,,,,,,"Mây một phần"
26/04/14,"04:00",26,,,,,,,,"Mây một phần"
26/04/14,"04:30",26,,,,,,,,"Mây một phần"
26/04/14,"05:00",26,,,,,,,,"Ít mây"
26/04/14,"05:30",26,,,,,,,,"Ít mây"
26/04/14,"06:00",26,,,,,,,,"Ít mây"
26/04/14,"06:30",27,,,,,,,,"Ít mây"
26/04/14,"07:00",27,,,,,,,,"Ít mây"
26/04/14,"07:30",28,,,,,,,,"Mây một phần"
26/04/14,"08:00",29,,,,,,,,"Mây một phần"
26/04/14,"08:30",31,,,,,,,,"Mây một phần"
26/04/14,"09:00",31,,,,,,,,"Mây một phần"
26/04/14,"09:30",32,,,,,,,,"Mây một phần"
26/04/14,"10:00",34,,,,,,,,"Mây một phần"
26/04/14,"10:30",34,,,,,,,,"Mây một phần"
26/04/14,"11:00",33,,,,,,,,"Mây một phần"
26/04/14,"11:30",33,,,,,,,,"Mây một phần"
26/04/14,"12:00",32,,,,,,,,"Mây một phần"
26/04/14,"12:30",32,,,,,,,,"Mây một phần"
26/04/14,"13:00",32,,,,,,,,"Mây một phần"
26/04/14,"13:30",32,,,,,,,,"Mây một phần"
26/04/14,"14:00",31,,,,,,,,"Mây một phần"
26/04/14,"14:30",30,,,,,,,,"Mây một phần"
26/04/14,"15:00",29,,,,,,,,"Mây một phần"
26/04/14,"15:30",29,,,,,,,,"Mây một phần"
26/04/14,"16:00",28,,,,,,,,"Mây một phần"
26/04/14,"16:30",28,,,,,,,,"Mây một phần"
26/04/14,"17:00",27,,,,,,,,"Mây một phần"
26/04/14,"17:30",27,,,,,,,,"Ít mây"
26/04/14,"18:00",27,,,,,,,,"Ít mây"
26/04/14,"18:30",27,,,,,,,,"Mây một phần"
26/04/14,"19:00",27,,,,,,,,"Mây một phần"
26/04/14,"19:30",27,,,,,,,,"Mây một phần"
26/04/14,"20:00",27,,,,,,,,"Mây một phần"
26/04/14,"20:30",27,,,,,,,,"Mây một phần"
26/04/14,"21:00",27,,,,,,,,"Mây một phần"
26/04/14,"21:30",28,,,,,,,,"Mây một phần"
26/04/14,"22:00",28,,,,,,,,"Mây một phần"
26/04/14,"22:30",28,,,,,,,,"Mây một phần"
26/04/14,"23:00",27,,,,,,,,"Mây một phần"
26/04/14,"23:30",27,,,,,,,,"Mây một phần"
27/04/14,"00:00",27,,,,,,,,"Mây một phần"
27/04/14,"00:30",27,,,,,,,,"Mây một phần"
27/04/14,"01:00",27,,,,,,,,"Mây một phần"
27/04/14,"01:30",26,,,,,,,,"Mây một phần"
27/04/14,"02:00",26,,,,,,,,"Mây một phần"
27/04/14,"02:30",26,,,,,,,,"Mây một phần"
27/04/14,"03:00",26,,,,,,,,"Mây một phần"
27/04/14,"03:30",26,,,,,,,,"Mây một phần"
27/04/14,"04:00",26,,,,,,,,"Mây một phần"
27/04/14,"04:30",26,,,,,,,,"Mây một phần"
27/04/14,"05:00",26,,,,,,,,"Mây một phần"
27/04/14,"05:30",26,,,,,,,,"Mây một phần"
27/04/14,"06:00",26,,,,,,,,"Mây một phần"
27/04/14,"06:30",28,,,,,,,,"Mây một phần"
27/04/14,"07:00",28,,,,,,,,"Mây một phần"
27/04/14,"07:30",29,,,,,,,,"Mây một phần"
27/04/14,"08:00",29,,,,,,,,"Mây một phần"
27/04/14,"08:30",30,,,,,,,,"Mây một phần"
27/04/14,"09:00",31,,,,,,,,"Mây một phần"
27/04/14,"09:30",31,,,,,,,,"Mây một phần"
27/04/14,"10:00",31,,,,,,,,"Mây một phần"
27/04/14,"10:30",32,,,,,,,,"Mây một phần"
27/04/14,"11:00",32,,,,,,,,"Mây một phần"
27/04/14,"11:30",33,,,,,,,,"Mây một phần"
27/04/14,"12:00",33,,,,,,,,"Mây một phần"
27/04/14,"12:30",33,,,,,,,,"Mây một phần"
27/04/14,"13:00",32,,,,,,,,"Mây một phần"
27/04/14,"13:30",32,,,,,,,,"Mây một phần"
27/04/14,"14:00",31,,,,,,,,"Mây một phần"
27/04/14,"14:30",31,,,,,,,,"Mây một phần"
27/04/14,"15:00",31,,,,,,,,"Mây một phần"
27/04/14,"15:30",29,,,,,,,,"Mây một phần"
27/04/14,"16:00",29,,,,,,,,"Mây một phần"
27/04/14,"16:30",29,,,,,,,,"Mây một phần"
27/04/14,"17:00",28,,,,,,,,"Mây một phần"
27/04/14,"17:30",28,,,,,,,,"Mây một phần"
27/04/14,"18:00",28,,,,,,,,"Mây một phần"
27/04/14,"18:30",28,,,,,,,,"Mây một phần"
27/04/14,"19:00",28,,,,,,,,"Mây một phần"
27/04/14,"19:30",28,,,,,,,,"Mây một phần"
27/04/14,"20:00",28,,,,,,,,"Mây một phần"
27/04/14,"20:30",28,,,,,,,,"Mây một phần"
27/04/14,"21:00",28,,,,,,,,"Mây một phần"
27/04/14,"21:30",28,,,,,,,,"Mây một phần"
27/04/14,"22:00",28,,,,,,,,"Mây một phần"
27/04/14,"22:30",28,,,,,,,,"Ít mây"
27/04/14,"23:00",27,,,,,,,,"Ít mây"
27/04/14,"23:30",27,,,,,,,,"Ít mây"
28/04/14,"00:00",27,,,,,,,,"Ít mây"
28/04/14,"00:30",27,,,,,,,,"Ít mây"
28/04/14,"01:00",27,,,,,,,,"Ít mây"
28/04/14,"01:30",28,,,,,,,,"Ít mây"
28/04/14,"02:00",27,,,,,,,,"Ít mây"
28/04/14,"02:30",27,,,,,,,,"Ít mây"
28/04/14,"03:00",27,,,,,,,,"Ít mây"
28/04/14,"03:30",27,,,,,,,,"Ít mây"
28/04/14,"04:00",27,,,,,,,,"Ít mây"
28/04/14,"04:30",27,,,,,,,,"Ít mây"
28/04/14,"05:00",27,,,,,,,,"Ít mây"
28/04/14,"05:30",27,,,,,,,,"Mưa"
28/04/14,"06:00",27,,,,,,,,"Mây một phần"
28/04/14,"06:30",27,,,,,,,,"Mây một phần"
28/04/14,"07:00",28,,,,,,,,"Ít mây"
28/04/14,"07:30",27,,,,,,,,"Ít mây"
28/04/14,"08:00",28,,,,,,,,"Ít mây"
28/04/14,"08:30",28,,,,,,,,"Ít mây"
28/04/14,"09:00",27,,,,,,,,"Ít mây"
28/04/14,"09:30",28,,,,,,,,"Ít mây"
28/04/14,"10:00",29,,,,,,,,"Ít mây"
28/04/14,"10:30",29,,,,,,,,"Ít mây"
28/04/14,"11:00",29,,,,,,,,"Ít mây"
28/04/14,"11:30",29,,,,,,,,"Ít mây"
28/04/14,"12:00",30,,,,,,,,"Ít mây"
28/04/14,"12:30",30,,,,,,,,"Ít mây"
28/04/14,"13:00",28,,,,,,,,"Ít mây"
28/04/14,"13:30",29,,,,,,,,"Ít mây"
28/04/14,"14:00",28,,,,,,,,"Ít mây"
28/04/14,"14:30",28,,,,,,,,"Mây một phần"
28/04/14,"15:00",27,,,,,,,,"Mây một phần"
28/04/14,"15:30",28,,,,,,,,"Mây một phần"
28/04/14,"16:00",27,,,,,,,,"Mây một phần"
28/04/14,"16:30",26,,,,,,,,"Mây một phần"
28/04/14,"17:00",27,,,,,,,,"Mây một phần"
28/04/14,"17:30",27,,,,,,,,"Mây một phần"
28/04/14,"18:00",27,,,,,,,,"Mây một phần"
28/04/14,"18:30",27,,,,,,,,"Mây một phần"
28/04/14,"19:00",27,,,,,,,,"Mây một phần"
28/04/14,"19:30",27,,,,,,,,"Mây một phần"
28/04/14,"20:00",27,,,,,,,,"Mây một phần"
28/04/14,"20:30",27,,,,,,,,"Mây một phần"
28/04/14,"21:00",27,,,,,,,,"Mây một phần"
28/04/14,"21:30",27,,,,,,,,"Mây một phần"
28/04/14,"22:00",26,,,,,,,,"Mây một phần"
28/04/14,"22:30",26,,,,,,,,"Mây một phần"
28/04/14,"23:00",25,,,,,,,,"Mây một phần"
28/04/14,"23:30",25,,,,,,,,"Mây một phần"
29/04/14,"00:00",25,,,,,,,,"Mây một phần"
29/04/14,"00:30",25,,,,,,,,"Ít mây"
29/04/14,"01:00",25,,,,,,,,"Ít mây"
29/04/14,"01:30",25,,,,,,,,"Ít mây"
29/04/14,"02:00",25,,,,,,,,"Ít mây"
29/04/14,"02:30",25,,,,,,,,"Ít mây"
29/04/14,"03:00",25,,,,,,,,"Ít mây"
29/04/14,"03:30",25,,,,,,,,"Ít mây"
29/04/14,"04:00",25,,,,,,,,"Ít mây"
29/04/14,"04:30",25,,,,,,,,"Ít mây"
29/04/14,"05:00",24,,,,,,,,"Ít mây"
29/04/14,"05:30",24,,,,,,,,"Ít mây"
29/04/14,"06:00",25,,,,,,,,"Mây một phần"
29/04/14,"06:30",26,,,,,,,,"Mây một phần"
29/04/14,"07:00",27,,,,,,,,"Mây một phần"
29/04/14,"07:30",30,,,,,,,,"Mây một phần"
29/04/14,"08:00",31,,,,,,,,"Mây một phần"
29/04/14,"08:30",30,,,,,,,,"Mây một phần"
29/04/14,"09:00",31,,,,,,,,"Mây một phần"
29/04/14,"09:30",31,,,,,,,,"Mây một phần"
29/04/14,"10:00",32,,,,,,,,"Mây một phần"
29/04/14,"10:30",32,,,,,,,,"Mây một phần"
29/04/14,"11:00",32,,,,,,,,"Mây một phần"
29/04/14,"11:30",32,,,,,,,,"Mây một phần"
29/04/14,"12:00",31,,,,,,,,"Mây một phần"
29/04/14,"12:30",32,,,,,,,,"Ít mây"
29/04/14,"13:00",31,,,,,,,,"Ít mây"
29/04/14,"13:30",30,,,,,,,,"Ít mây"
29/04/14,"14:00",31,,,,,,,,"Ít mây"
29/04/14,"14:30",29,,,,,,,,"Mây một phần"
29/04/14,"15:00",28,,,,,,,,"Mây một phần"
29/04/14,"15:30",28,,,,,,,,"Mây một phần"
29/04/14,"16:00",27,,,,,,,,"Mây một phần"
29/04/14,"16:30",27,,,,,,,,"Mây một phần"
29/04/14,"17:00",27,,,,,,,,"Mây một phần"
29/04/14,"17:30",27,,,,,,,,"Mây một phần"
29/04/14,"18:00",27,,,,,,,,"Mây một phần"
29/04/14,"18:30",27,,,,,,,,"Mây một phần"
29/04/14,"19:00",27,,,,,,,,"Ít mây"
29/04/14,"19:30",27,,,,,,,,"Ít mây"
29/04/14,"20:00",27,,,,,,,,"Ít mây"
29/04/14,"20:30",27,,,,,,,,"Ít mây"
29/04/14,"21:00",27,,,,,,,,"Ít mây"
29/04/14,"21:30",26,,,,,,,,"Ít mây"
29/04/14,"22:00",26,,,,,,,,"Ít mây"
29/04/14,"22:30",26,,,,,,,,"Ít mây"
29/04/14,"23:00",26,,,,,,,,"Ít mây"
29/04/14,"23:30",26,,,,,,,,"Ít mây"
30/04/14,"00:00",26,,,,,,,,"Ít mây"
30/04/14,"00:30",26,,,,,,,,"Ít mây"
30/04/14,"01:00",26,,,,,,,,"Ít mây"
30/04/14,"01:30",26,,,,,,,,"Ít mây"
30/04/14,"02:00",26,,,,,,,,"Ít mây"
30/04/14,"02:30",26,,,,,,,,"Ít mây"
30/04/14,"03:00",25,,,,,,,,"Ít mây"
30/04/14,"03:30",25,,,,,,,,"Ít mây"
30/04/14,"04:00",25,,,,,,,,"Ít mây"
30/04/14,"04:30",25,,,,,,,,"Ít mây"
30/04/14,"05:00",25,,,,,,,,"Mây một phần"
30/04/14,"05:30",25,,,,,,,,"Mây một phần"
30/04/14,"06:00",25,,,,,,,,"Mây một phần"
30/04/14,"06:30",27,,,,,,,,"Mây một phần"
30/04/14,"07:00",28,,,,,,,,"Mây một phần"
30/04/14,"07:30",28,,,,,,,,"Mây một phần"
30/04/14,"08:00",29,,,,,,,,"Ít mây"
30/04/14,"08:30",30,,,,,,,,"Ít mây"
30/04/14,"09:00",31,,,,,,,,"Ít mây"
30/04/14,"09:30",31,,,,,,,,"Ít mây"
30/04/14,"10:00",30,,,,,,,,"Ít mây"
30/04/14,"10:30",30,,,,,,,,"Ít mây"
30/04/14,"11:00",31,,,,,,,,"Ít mây"
30/04/14,"11:30",31,,,,,,,,"Ít mây"
30/04/14,"12:00",31,,,,,,,,"Ít mây"
30/04/14,"12:30",30,,,,,,,,"Ít mây"
30/04/14,"13:00",31,,,,,,,,"Ít mây"
30/04/14,"13:30",30,,,,,,,,"Ít mây"
30/04/14,"14:00",29,,,,,,,,"Ít mây"
30/04/14,"14:30",28,,,,,,,,"Ít mây"
30/04/14,"15:00",27,,,,,,,,"Ít mây"
30/04/14,"15:30",27,,,,,,,,"Ít mây"
30/04/14,"16:00",26,,,,,,,,"Ít mây"
30/04/14,"16:30",26,,,,,,,,"Sấm"
30/04/14,"17:00",25,,,,,,,,"Sấm"
30/04/14,"17:30",26,,,,,,,,"Mưa"
30/04/14,"18:00",26,,,,,,,,"Mưa"
30/04/14,"18:30",26,,,,,,,,"Mây một phần"
30/04/14,"19:00",25,,,,,,,,"Mây một phần"
30/04/14,"19:30",25,,,,,,,,"Mây một phần"
30/04/14,"20:00",25,,,,,,,,"Ít mây"
30/04/14,"20:30",25,,,,,,,,"Mưa"
30/04/14,"21:00",25,,,,,,,,"Mây một phần"
30/04/14,"21:30",25,,,,,,,,"Mưa"
30/04/14,"22:00",25,,,,,,,,"Mưa"
30/04/14,"22:30",25,,,,,,,,"Mưa"
30/04/14,"23:00",25,,,,,,,,"Mưa"
30/04/14,"23:30",25,,,,,,,,"Mây một phần"
